Buy_Price/Gold_Baht,Buy Date,Buy Amount,Buy Weight (g),Sell_Price/Gold_Baht,Sell Date,Sell Amount,Profit,Days Held,%Profit/Deal,%Profit/Year (Annual),Capital x days/year
72178.03,2026-04-27 11:46:07,1000.0,0.2112,,,,-1.22,1,-0.12%,,
